Shape Carat Cut Color Clarity Polish Symmetry "Lab Certification" Price
Round 0.30 Excellent D SI2 Excellent Excellent GIA $448
Round 0.40 Excellent I I1 "Very Good" Excellent GIA $448
Round 0.40 Good I I1 Excellent "Very Good" GIA $448
Round 0.51 Excellent I I1 Excellent Excellent GIA $448
Round 0.44 Excellent M VS1 Excellent Excellent GIA $448
Round 0.22 Excellent F IF Excellent Excellent GIA $448
Round 0.34 Excellent J VVS2 Excellent Excellent GIA $448
Oval 0.34 "Very Good" F VVS2 "Very Good" "Very Good" GIA $448
Marquise 0.42 Good E SI1 Good Good GIA $448
Marquise 0.34 "Very Good" G VS1 "Very Good" "Very Good" GIA $448
Round 0.30 "Very Good" H VS2 "Very Good" Excellent GIA $448
Round 0.34 Excellent D SI2 Excellent Excellent GIA $448
Round 0.34 Excellent G SI1 Excellent Excellent GIA $448
Round 0.34 Excellent H SI2 Excellent Excellent GIA $448
Round 0.34 Excellent D SI2 Excellent Excellent GIA $448
Round 0.34 Excellent G SI1 Excellent Excellent GIA $448
Round 0.34 Excellent I SI1 Excellent Excellent GIA $448
Round 0.32 Excellent F SI2 Excellent Excellent GIA $448
Emerald 0.51 Excellent K VVS2 "Very Good" "Very Good" GIA $448
Oval 0.32 Excellent H IF Excellent "Very Good" GIA $448
Round 0.31 Excellent D SI2 Excellent Excellent GIA $448
Round 0.31 Excellent E SI2 Excellent Excellent GIA $448
Princess 0.58 "Very Good" L I1 "Very Good" Fair GIA $448
Round 0.19 Excellent D FL Excellent Excellent GIA $448
Marquise 0.46 Excellent K SI2 Good Good GIA $449
Marquise 0.50 Good J SI2 Good Fair GIA $449
Round 0.24 Excellent E VS1 Excellent Excellent GIA $449
Round 0.30 Excellent F SI1 Excellent Excellent GIA $449
Round 0.30 Excellent G VS2 Excellent Excellent GIA $449
Round 0.31 Excellent I SI1 Excellent Excellent GIA $449
Round 0.30 Excellent F SI2 Excellent Excellent GIA $449
Round 0.40 Excellent H SI2 Excellent Excellent GIA $449
Round 0.33 Excellent I SI2 Excellent Excellent GIA $449
Round 0.33 Excellent J VS2 Excellent Excellent GIA $449
Round 0.28 "Very Good" E VS1 Excellent "Very Good" GIA $449
Round 0.30 Excellent J VVS2 Excellent Excellent GIA $449
Round 0.30 Excellent J VVS2 Excellent Excellent GIA $449
Round 0.20 Excellent D IF Excellent Excellent GIA $449
Pear 0.32 Excellent H VVS2 "Very Good" "Very Good" GIA $449
Round 0.32 Excellent I VS2 Excellent Excellent GIA $449
Round 0.32 Excellent D SI2 Excellent Excellent GIA $449
Round 0.25 Excellent I VVS2 Excellent Excellent GIA $449
Emerald 0.31 Excellent D VS2 "Very Good" Fair GIA $449
Round 0.23 Excellent D VVS1 Excellent Excellent GIA $449
Round 0.32 "Very Good" F SI1 "Very Good" Good GIA $449
Round 0.24 Excellent D VVS1 Excellent Excellent GIA $449
Round 0.35 Excellent F I1 Excellent Excellent GIA $449
Round 0.35 Excellent F I1 Excellent Excellent GIA $449
Round 0.32 Excellent F SI1 Excellent Excellent GIA $449
Round 0.23 Excellent D VVS2 Excellent Excellent GIA $449
Round 0.23 Excellent E VVS2 Excellent Excellent GIA $449
Round 0.40 Excellent J I1 Excellent Excellent GIA $449
Round 0.34 Excellent I SI2 Excellent Excellent GIA $449
Round 0.40 "Very Good" L VVS1 Excellent Good GIA $449
Round 0.32 Excellent H SI2 Excellent Excellent GIA $449
Round 0.34 Excellent I SI2 Excellent Excellent GIA $449
Oval 0.32 Excellent F VS2 Excellent "Very Good" GIA $449
Round 0.21 Excellent G VVS2 Excellent Excellent GIA $449
Round 0.21 Excellent H IF "Very Good" Excellent GIA $449
Round 0.21 Excellent G VVS2 Excellent Excellent GIA $449
Round 0.50 Excellent M SI2 Excellent "Very Good" GIA $449
Round 0.32 Excellent H SI1 Excellent Excellent GIA $449
Round 0.18 Excellent D IF Excellent Excellent GIA $449
Round 0.23 "Very Good" H VVS1 Excellent Excellent GIA $449
Round 0.30 Good F SI2 "Very Good" Good GIA $449
Round 0.30 Excellent F SI2 Excellent Excellent GIA $449
Round 0.31 Excellent D SI2 Excellent "Very Good" GIA $449
Round 0.31 Excellent D SI2 Excellent Excellent GIA $449
Round 0.31 Excellent D SI2 Excellent Excellent GIA $449
Round 0.31 Excellent G SI1 Excellent Excellent GIA $449
Round 0.26 Excellent F VVS1 "Very Good" Excellent GIA $449
Pear 0.31 Excellent G VVS2 "Very Good" "Very Good" GIA $449
Round 0.30 Excellent F VS1 "Very Good" Excellent GIA $449
Round 0.26 Excellent E VS1 Excellent Excellent GIA $449
Round 0.26 Excellent D VS1 Excellent Excellent GIA $449
Round 0.30 "Very Good" E VS1 Excellent "Very Good" GIA $449
Round 0.31 Excellent D SI2 Excellent Excellent GIA $449
Round 0.31 Excellent D SI2 Excellent Excellent GIA $449
Round 0.31 Excellent D SI2 Excellent Excellent GIA $449
Round 0.31 Excellent D SI2 Excellent Excellent GIA $449
Round 0.40 Excellent M VS1 Excellent "Very Good" GIA $449
Round 0.33 Excellent H SI1 Excellent Excellent GIA $449
Round 0.30 "Very Good" E VS2 Excellent Good GIA $449
Round 0.44 Excellent L SI2 Excellent Excellent GIA $449
Round 0.30 Fair H VVS1 Good "Very Good" GIA $449
Round 0.30 Excellent J IF Excellent Excellent GIA $449
Round 0.33 Excellent G SI2 Excellent Excellent GIA $449
Round 0.30 "Very Good" E VS2 Excellent Excellent GIA $449
Round 0.20 Excellent E IF Excellent Excellent GIA $449
Round 0.20 Excellent E IF Excellent Excellent GIA $449
Round 0.20 Excellent E IF Excellent Excellent GIA $449
Round 0.30 "Very Good" D SI1 Excellent Excellent GIA $449
Round 0.30 "Very Good" E SI1 "Very Good" "Very Good" GIA $449
Round 0.30 "Very Good" F VS1 Excellent "Very Good" GIA $449
Round 0.25 Excellent F VVS2 Excellent Excellent GIA $449
Round 0.25 Excellent E VS2 Excellent Excellent GIA $449
Round 0.25 Excellent F VS1 Excellent Excellent GIA $449
Oval 0.30 "Very Good" E VS2 "Very Good" Good GIA $449
Round 0.31 Excellent J VS1 Excellent Excellent GIA $449
Round 0.34 Excellent K VVS1 Excellent Excellent GIA $449
Round 0.34 Excellent H SI1 Excellent Excellent GIA $449
Round 0.34 Excellent F SI2 Excellent Excellent GIA $449
Round 0.36 Excellent H SI1 Excellent Excellent GIA $449
Round 0.30 Excellent D I1 Excellent Excellent GIA $449
Round 0.32 Excellent E SI2 "Very Good" Excellent GIA $449
Round 0.30 Excellent F SI2 Excellent Excellent GIA $449
Round 0.30 Excellent F SI2 Excellent Excellent GIA $449
Round 0.30 Excellent F SI2 Excellent Excellent GIA $449
Round 0.30 Excellent F SI2 Excellent Excellent GIA $449
Round 0.30 Excellent F SI2 Excellent Excellent GIA $449
Round 0.30 Excellent F SI2 Excellent Excellent GIA $449
Round 0.30 Excellent F SI2 Excellent Excellent GIA $449
Round 0.30 Excellent F SI2 Excellent Excellent GIA $449
Round 0.30 Excellent J VVS2 Excellent Excellent GIA $449
Round 0.30 "Very Good" J VVS2 Excellent "Very Good" GIA $449
Round 0.32 "Very Good" E SI2 Excellent Excellent GIA $449
Round 0.30 Excellent F SI2 Excellent Excellent GIA $449
Round 0.30 Good I VVS1 "Very Good" "Very Good" GIA $449
Round 0.30 Excellent D SI1 Excellent "Very Good" GIA $449
Round 0.35 Excellent G SI1 Excellent Excellent GIA $449
Round 0.31 Excellent F SI1 Excellent Excellent GIA $449
Princess 0.27 "Very Good" F VVS2 "Very Good" "Very Good" GIA $449
Round 0.46 "Very Good" M SI1 "Very Good" Good GIA $449
Round 0.36 Excellent J VVS2 Excellent Excellent GIA $449
Oval 0.35 Excellent G VS1 Excellent "Very Good" GIA $449
Princess 0.31 Excellent F VS2 "Very Good" "Very Good" GIA $449
Round 0.25 Excellent G IF Excellent Excellent GIA $449
Round 0.25 Excellent G IF Excellent Excellent GIA $449
Round 0.22 Excellent F VVS2 Excellent Excellent GIA $449
Round 0.22 Excellent E VVS2 Excellent Excellent GIA $449
Round 0.22 Excellent D VVS2 "Very Good" "Very Good" GIA $449
Round 0.22 Excellent D VVS2 "Very Good" "Very Good" GIA $449
Round 0.22 Excellent D VVS2 "Very Good" Excellent GIA $449
Round 0.32 Excellent I VVS1 Excellent Excellent GIA $449
Round 0.44 Good M VVS2 "Very Good" "Very Good" GIA $449
Round 0.34 Excellent F SI1 Excellent Excellent GIA $449
Round 0.30 "Very Good" E VS2 "Very Good" "Very Good" GIA $449
Round 0.25 Excellent G VVS1 Excellent Excellent GIA $449
Round 0.32 Excellent D VS2 Excellent "Very Good" GIA $449
Round 0.32 Excellent D SI2 Excellent Excellent GIA $449
Round 0.40 Excellent L VS2 Excellent Excellent GIA $449
Round 0.40 "Very Good" I SI2 "Very Good" "Very Good" GIA $450
Round 0.32 Excellent J IF Excellent Excellent GIA $450
Round 0.32 Excellent L IF Excellent Excellent GIA $450
Round 0.34 Excellent K VVS2 Excellent Excellent GIA $450
Round 0.34 Excellent K VVS2 Excellent Excellent GIA $450
Round 0.34 Excellent K VVS2 Excellent Excellent GIA $450
Round 0.34 Excellent K VVS2 Excellent Excellent GIA $450
Round 0.32 Excellent I SI1 Excellent Excellent GIA $450
Round 0.32 Excellent K VVS1 Excellent Excellent GIA $450
Round 0.19 Excellent E IF Excellent Excellent GIA $450
Round 0.24 "Very Good" G IF Excellent "Very Good" GIA $450
Round 0.37 Excellent F SI1 Excellent Excellent GIA $450
Round 0.34 "Very Good" J VVS1 Excellent Good GIA $450
Round 0.31 Excellent F SI2 "Very Good" Excellent GIA $450
Round 0.31 Excellent F SI2 Excellent Excellent GIA $450
Round 0.31 Excellent F SI2 Excellent Excellent GIA $450
Round 0.30 Good H VS1 "Very Good" "Very Good" GIA $450
Round 0.30 Excellent I VVS2 Excellent Excellent GIA $450
Round 0.30 Excellent I VVS2 Excellent Excellent GIA $450
Round 0.30 Excellent J IF Excellent Excellent GIA $450
Round 0.30 Excellent H VS2 "Very Good" Excellent GIA $450
Round 0.30 Excellent H VS1 Excellent Excellent GIA $450
Round 0.30 Excellent H SI1 Excellent Excellent GIA $450
Round 0.30 Excellent D SI2 Excellent Excellent GIA $450
Round 0.26 Excellent D SI1 Excellent Excellent GIA $450
Round 0.32 Excellent F I1 Excellent Excellent GIA $450
Round 0.31 Excellent D I1 Excellent Excellent GIA $450
Round 0.23 Excellent F VVS2 Excellent Excellent GIA $450
Round 0.25 Excellent G VVS1 Excellent Excellent GIA $450
Round 0.30 Excellent I VVS2 Excellent "Very Good" GIA $450
Round 0.23 Excellent H VVS1 Excellent Excellent GIA $450
Round 0.23 Excellent H IF Excellent Excellent GIA $450
Round 0.23 Excellent H VVS1 Excellent Excellent GIA $450
Round 0.23 Excellent G VVS1 Excellent Excellent GIA $450
Round 0.30 Excellent E I1 "Very Good" Excellent GIA $450
Round 0.36 Excellent E SI2 Excellent Excellent GIA $450
Round 0.24 "Very Good" E VVS1 Excellent Excellent GIA $450
Oval 0.30 Good E VS1 Excellent "Very Good" GIA $450
Round 0.31 Excellent H SI1 Excellent Excellent GIA $450
Round 0.23 Good D VVS1 Excellent "Very Good" GIA $450
Round 0.30 "Very Good" D SI2 Excellent "Very Good" GIA $450
Round 0.30 "Very Good" D SI2 "Very Good" "Very Good" GIA $450
Round 0.30 Excellent D SI2 Excellent "Very Good" GIA $450
Round 0.30 Excellent D SI2 Excellent "Very Good" GIA $450
Round 0.30 Excellent D SI2 Excellent Excellent GIA $450
Round 0.30 "Very Good" D SI2 "Very Good" Excellent GIA $450
Round 0.30 "Very Good" D SI2 Excellent Excellent GIA $450
Round 0.30 "Very Good" D SI2 "Very Good" "Very Good" GIA $450
Round 0.30 "Very Good" D SI2 Excellent Excellent GIA $450
Round 0.30 "Very Good" D SI2 Excellent "Very Good" GIA $450
Round 0.30 Good G SI1 Excellent Excellent GIA $450
Round 0.30 Good G SI1 Excellent Excellent GIA $450
Round 0.30 "Very Good" D SI2 Excellent "Very Good" GIA $450
Round 0.30 Good G SI1 "Very Good" "Very Good" GIA $450
Round 0.30 Excellent D SI2 Excellent Excellent GIA $450
Round 0.30 "Very Good" D SI2 Excellent "Very Good" GIA $450
Round 0.30 Good G SI1 "Very Good" "Very Good" GIA $450
Round 0.30 "Very Good" D SI2 "Very Good" "Very Good" GIA $450
Round 0.30 Good G SI1 Good "Very Good" GIA $450
Round 0.30 "Very Good" I VVS2 "Very Good" "Very Good" GIA $450
Round 0.30 Good H VS2 Excellent Good GIA $450
Cushion 0.30 Excellent F VS2 Excellent "Very Good" GIA $450
Cushion 0.30 Excellent D SI2 "Very Good" "Very Good" GIA $450
Round 0.23 Excellent D VVS1 "Very Good" "Very Good" GIA $450
Round 0.32 "Very Good" I VS1 Excellent Excellent GIA $450
Round 0.34 Excellent G SI1 Excellent Excellent GIA $450
Round 0.31 Excellent E SI2 Excellent Excellent GIA $450
Round 0.24 Excellent H VS2 Excellent Excellent GIA $450
Round 0.33 Excellent J VS2 Excellent "Very Good" GIA $450
Oval 0.43 Good J VVS2 Good Fair GIA $450
Round 0.30 Excellent K VVS1 Excellent Excellent GIA $450
Round 0.26 Excellent G VVS2 Excellent Excellent GIA $450
Round 0.18 Excellent D VS1 Excellent Excellent GIA $450
Round 0.18 Excellent E VS1 Excellent Excellent GIA $450
Round 0.18 Excellent D VS2 Excellent "Very Good" GIA $450
Round 0.18 Excellent E VS1 Excellent Excellent GIA $450
Round 0.18 Excellent E VS1 "Very Good" Excellent GIA $450
Round 0.30 Excellent K VVS1 "Very Good" "Very Good" GIA $450
Round 0.30 Excellent I SI1 Excellent Excellent GIA $450
Round 0.30 Excellent I SI1 "Very Good" Excellent GIA $450
Round 0.70 "Very Good" M I1 Excellent Excellent GIA $450
Round 0.33 "Very Good" I SI2 "Very Good" "Very Good" GIA $450
Round 0.33 Excellent J VS2 Excellent Excellent GIA $450
Round 0.21 Excellent D VVS1 "Very Good" Excellent GIA $450
Round 0.21 Excellent E VVS1 Excellent Excellent GIA $450
Round 0.31 Excellent I VVS2 Excellent Excellent GIA $450
Round 0.23 "Very Good" E IF "Very Good" "Very Good" GIA $450
Round 0.32 Excellent J VVS1 Excellent Excellent GIA $450
Pear 0.23 Excellent D VVS1 Excellent "Very Good" GIA $450
Round 0.34 Excellent L VVS2 Excellent Excellent GIA $450
Round 0.31 Excellent E I1 Excellent Excellent GIA $450
Round 0.18 Excellent E VVS1 Excellent Excellent GIA $450
Round 0.22 "Very Good" F VVS1 Excellent Excellent GIA $450
Round 0.22 Excellent F VVS1 Excellent Excellent GIA $450
Round 0.22 Excellent F VVS2 Excellent Excellent GIA $450
Round 0.22 Excellent E VVS2 Excellent Excellent GIA $450
Round 0.29 "Very Good" D VS1 "Very Good" "Very Good" GIA $450
Round 0.22 Excellent E VVS2 Excellent Excellent GIA $450
Round 0.31 Excellent K IF Excellent Excellent GIA $450
Round 0.31 Excellent D SI2 Excellent Excellent GIA $450
Round 0.40 Excellent H I1 Excellent Excellent GIA $450
Round 0.32 Excellent E VS2 "Very Good" Excellent GIA $450
Round 0.32 Excellent I VVS2 Excellent Excellent GIA $450
Round 0.30 "Very Good" E SI1 Excellent Good GIA $450
Round 0.30 Good E SI1 "Very Good" "Very Good" GIA $450
Round 0.30 Good E SI1 Excellent "Very Good" GIA $450
Round 0.30 "Very Good" E SI1 "Very Good" Good GIA $450
Round 0.30 Good E SI1 "Very Good" Good GIA $450
Round 0.30 Excellent D SI1 Excellent "Very Good" GIA $450
Round 0.30 Good E SI1 Excellent Excellent GIA $450
Round 0.30 "Very Good" E SI1 "Very Good" Good GIA $450
Round 0.34 Excellent K VVS1 Excellent Excellent GIA $450
Round 0.31 Excellent F SI2 Excellent Excellent GIA $450
Round 0.31 Excellent F SI2 Excellent Excellent GIA $450
Round 0.31 Excellent F SI1 Excellent Excellent GIA $450
Round 0.31 Excellent E SI2 Excellent Excellent GIA $450
Round 0.30 Excellent H VVS1 Excellent Excellent GIA $450
Round 0.40 "Very Good" F I1 Excellent "Very Good" GIA $450
Round 0.32 Excellent F SI1 Excellent Excellent GIA $450
Round 0.41 Excellent I SI2 Excellent Excellent GIA $451
Oval 0.34 Good D VS1 Good Fair GIA $451
Round 0.35 Excellent I SI1 Excellent Excellent GIA $451
Round 0.40 "Very Good" L VS2 "Very Good" Good GIA $451
Round 0.41 Excellent K SI1 Excellent Excellent GIA $451
Round 0.40 "Very Good" K SI2 "Very Good" "Very Good" GIA $451
Round 0.35 Excellent M IF Excellent "Very Good" GIA $451
Round 0.31 Excellent I VVS2 Excellent Excellent GIA $451
Round 0.26 Excellent H VS2 Excellent Excellent GIA $451
Round 0.30 Excellent D SI1 Excellent Excellent GIA $451
Round 0.32 Excellent H SI2 Excellent Excellent GIA $451
Round 0.30 "Very Good" D SI1 Excellent Excellent GIA $451
Round 0.41 Excellent I SI2 Excellent Excellent GIA $451
Round 0.31 Excellent D SI1 Excellent Excellent GIA $451
Round 0.30 Excellent E SI2 "Very Good" Excellent GIA $451
Round 0.30 Excellent E SI2 Excellent Excellent GIA $451
Round 0.30 Excellent E SI2 Excellent Excellent GIA $451
Round 0.30 Excellent E SI2 Excellent Excellent GIA $451
Round 0.30 Excellent H VS1 Excellent "Very Good" GIA $451
Round 0.30 Excellent E SI2 Excellent Excellent GIA $451
Round 0.30 Excellent J VVS1 "Very Good" Excellent GIA $451
Round 0.30 Excellent E SI2 Excellent Excellent GIA $451
Round 0.30 Excellent E SI2 Excellent Excellent GIA $451
Round 0.30 Excellent E SI2 Excellent Excellent GIA $451
Round 0.33 Excellent J VVS1 Excellent Excellent GIA $451
Round 0.28 Excellent G VVS1 Excellent Excellent GIA $451
Round 0.30 Excellent F SI1 Excellent Excellent GIA $451
Princess 0.32 Excellent E VVS2 Good "Very Good" GIA $451
Marquise 0.30 Excellent D SI1 Excellent "Very Good" GIA $451
Round 0.24 Excellent G VVS2 Excellent Excellent GIA $451
Round 0.24 Excellent G VVS2 Excellent Excellent GIA $451
Round 0.24 Excellent G VVS2 Excellent Excellent GIA $451
Round 0.30 Excellent H SI1 "Very Good" Excellent GIA $451
Round 0.30 "Very Good" F SI1 "Very Good" "Very Good" GIA $451
Round 0.36 Excellent E I1 Excellent Excellent GIA $451
Round 0.30 Excellent E SI1 "Very Good" Excellent GIA $451
Round 0.30 "Very Good" E VS2 "Very Good" Good GIA $451
Round 0.30 Excellent E SI1 "Very Good" Excellent GIA $451
Round 0.30 Excellent E SI1 "Very Good" Excellent GIA $451
Round 0.30 Excellent E SI1 "Very Good" Excellent GIA $451
Round 0.30 Excellent E SI1 "Very Good" Excellent GIA $451
Round 0.30 "Very Good" H VVS2 "Very Good" Good GIA $451
Round 0.30 "Very Good" I VVS1 Excellent "Very Good" GIA $451
Round 0.24 Excellent E IF Excellent "Very Good" GIA $451
Round 0.30 Excellent J VVS1 Excellent "Very Good" GIA $451
Round 0.25 Excellent F VVS2 Excellent Excellent GIA $451
Round 0.27 Excellent G VS1 Excellent Excellent GIA $451
Round 0.32 Excellent E SI2 Excellent Excellent GIA $451
Round 0.31 Excellent K IF Excellent Excellent GIA $451
Round 0.23 Excellent D VVS2 Excellent Excellent GIA $451
Round 0.31 Excellent I SI1 Excellent Excellent GIA $451
Round 0.23 Excellent D VVS2 Excellent Excellent GIA $451
Round 0.40 "Very Good" L VVS1 "Very Good" "Very Good" GIA $451
Round 0.33 Excellent D SI2 "Very Good" Excellent GIA $451
Round 0.31 "Very Good" E SI1 Excellent Excellent GIA $451
Round 0.41 Good K SI2 Good Fair GIA $451
Round 0.30 "Very Good" H VS2 Excellent Good GIA $451
Round 0.30 "Very Good" H VS2 "Very Good" "Very Good" GIA $451
Round 0.30 "Very Good" H VS2 Excellent "Very Good" GIA $451
Round 0.30 "Very Good" H VS2 "Very Good" "Very Good" GIA $451
Round 0.30 Excellent I VS1 "Very Good" "Very Good" GIA $451
Round 0.30 "Very Good" H VS2 Excellent "Very Good" GIA $451
Round 0.33 Excellent J VVS1 Excellent "Very Good" GIA $451
Round 0.33 Excellent H VS2 Excellent Excellent GIA $451
Round 0.30 Excellent H SI1 Excellent "Very Good" GIA $451
Round 0.30 Good D VS2 Excellent "Very Good" GIA $451
Round 0.26 Excellent F VS1 Excellent Excellent GIA $451
Round 0.19 Excellent F VVS1 Excellent Excellent GIA $451
Round 0.19 Excellent F VVS1 Excellent Excellent GIA $451
Round 0.23 Excellent F VVS2 Excellent Excellent GIA $451
Round 0.23 Excellent F VVS2 "Very Good" Excellent GIA $451
Round 0.23 Excellent F VVS2 Excellent "Very Good" GIA $451
Round 0.25 Excellent E VS1 Excellent Excellent GIA $451
Round 0.25 Excellent E VS1 Excellent Excellent GIA $451
Round 0.23 Excellent E IF Excellent Excellent GIA $451
Round 0.34 Excellent I VS1 Excellent Excellent GIA $451
Emerald 0.26 Excellent D VVS2 Excellent "Very Good" GIA $451
Princess 0.26 Excellent D VVS2 Excellent "Very Good" GIA $451
Round 0.30 Excellent E SI1 Excellent "Very Good" GIA $451
Round 0.30 "Very Good" E SI1 Excellent Excellent GIA $451
Round 0.30 "Very Good" E SI1 Excellent "Very Good" GIA $451
Round 0.40 Good L VS1 "Very Good" "Very Good" GIA $451
Round 0.30 Excellent I VVS2 Excellent Excellent GIA $451
Round 0.30 "Very Good" H VS1 "Very Good" Good GIA $451
Round 0.25 Excellent E VS2 Excellent Excellent GIA $451
Round 0.30 Excellent I SI2 Excellent Excellent GIA $451
Round 0.36 Fair K SI1 "Very Good" Good GIA $451
Round 0.31 Excellent F VS2 Excellent Excellent GIA $451
Round 0.31 Excellent D SI1 Excellent Excellent GIA $451
Round 0.34 Excellent D SI2 Excellent Excellent GIA $451
